POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
418-08330,-,0,Grey,SS,N,N,SFMTA,ON,0,833,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7813214985, -122.4018940997)"
418-09750,-,0,Grey,SS,N,N,SFMTA,ON,0,975,FOLSOM ST,5666000,Area 2,,"(37.7787537024, -122.4051458982)"
593-03320,-,0,Grey,SS,N,N,SFMTA,ON,0,332,OFARRELL ST,9726000,Area 1,,"(37.7861274023, -122.4107919985)"
470-08050,-,0,Grey,SS,N,N,SFMTA,ON,0,805,HOWARD ST,7039001,Area 5,Downtown,"(37.7830365979, -122.4028398019)"
400-02270,-,0,Grey,SS,N,N,SFMTA,ON,0,227,EDDY ST,5060000,Area 2,,"(37.7839834009, -122.4117497985)"
205-03290,-,0,Grey,SS,N,N,SFMTA,ON,0,329,05TH ST,300002,Area 5,South Embarcadero,"(37.7797360000, -122.4025752020)"
593-00080,-,0,Yellow,SS,N,N,SFMTA,ON,0,8,OFARRELL ST,9720000,Area 5,Downtown,"(37.7868339018, -122.4052166023)"
418-06750,-,0,Grey,SS,Y,N,SFMTA,ON,0,675,FOLSOM ST,5661000,Area 5,South Embarcadero,"(37.7839185026, -122.3986071979)"
336-07340,-,0,Grey,SS,N,N,SFMTA,ON,0,734,BUSH ST,3437000,Area 1,,"(37.7900849012, -122.4098970012)"
336-08220,-,0,Grey,SS,N,N,SFMTA,ON,0,822,BUSH ST,3438000,Area 1,,"(37.7899193977, -122.4112164022)"
336-08390,-,0,Grey,SS,N,N,SFMTA,ON,0,839,BUSH ST,3438000,Area 1,,"(37.7897244011, -122.4116911979)"
570-01220,-,0,Yellow,SS,N,N,SFMTA,ON,0,122,MINNA ST,9040000,Area 5,Downtown,"(37.7871180986, -122.3998927024)"
400-01345,400-01340,5,Grey,MS,N,N,SFMTA,ON,0,140,EDDY ST,5059000,Area 1,,"(37.7842424017, -122.4106593018)"
470-09390,-,0,Grey,SS,N,N,SFMTA,ON,0,939,HOWARD ST,7042000,Area 2,,"(37.7807080996, -122.4057868009)"
502-01190,-,0,Grey,SS,N,N,SFMTA,ON,0,119,JONES ST,7564000,Area 2,,"(37.7825133995, -122.4123906006)"
502-02140,-,0,Green,SS,N,N,SFMTA,ON,0,214,JONES ST,7565000,Area 2,,"(37.7833921024, -122.4124102981)"
502-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,JONES ST,7566000,Area 2,,"(37.7844124985, -122.4127680992)"
614-07370,-,0,Grey,SS,N,N,SFMTA,ON,0,737,POST ST,10635000,Area 3,,"(37.7874468983, -122.4145164021)"
614-08040,-,0,Grey,SS,N,N,SFMTA,ON,0,804,POST ST,10636000,Area 3,,"(37.7874848013, -122.4152889007)"
614-08130,-,0,Grey,SS,N,N,SFMTA,ON,0,813,POST ST,10636000,Area 3,,"(37.7873203986, -122.4155138989)"
442-03070,-,0,Grey,SS,N,N,SFMTA,ON,0,307,GOLDEN GATE AVE,6263000,Area 5,Civic Center,"(37.7815315992, -122.4159016010)"
336-05100,-,0,Yellow,SS,N,N,SFMTA,ON,0,510,BUSH ST,3431000,Area 5,Downtown,"(37.7905862004, -122.4059134011)"
336-06290,-,0,Red,SS,N,N,SFMTA,ON,0,629,BUSH ST,3436000,Area 5,Downtown,"(37.7901769009, -122.4080791005)"
336-06360,-,0,Grey,SS,N,N,SFMTA,ON,0,636,BUSH ST,3436000,Area 5,Downtown,"(37.7902839993, -122.4083047022)"
440-02390,-,0,Red,SS,N,N,SFMTA,ON,0,239,GEARY ST,6109000,Area 5,Downtown,"(37.7873257016, -122.4080764015)"
568-06400,-,0,Grey,SS,Y,N,SFMTA,ON,0,640,MISSION ST,9093000,Area 5,Downtown,"(37.7873168000, -122.4007939973)"
568-06700,-,0,Yellow,SS,Y,N,SFMTA,ON,0,670,MISSION ST,9094000,Area 5,Downtown,"(37.7867869017, -122.4014652983)"
664-03020,-,0,Yellow,SS,N,N,SFMTA,ON,0,302,STOCKTON ST,12198000,Area 5,Downtown,"(37.7886114017, -122.4067235009)"
614-00090,-,0,Yellow,SS,N,N,SFMTA,ON,0,9,POST ST,10624001,Area 5,Downtown,"(37.7889949017, -122.4024260991)"
614-00120,-,0,Yellow,SS,N,N,SFMTA,ON,0,12,POST ST,10624001,Area 5,Downtown,"(37.7890886002, -122.4025371985)"
614-01200,-,0,Yellow,SS,N,N,SFMTA,ON,0,120,POST ST,10626000,Area 5,Downtown,"(37.7888500010, -122.4044369009)"
681-01050,-,0,Yellow,SS,N,N,SFMTA,ON,0,105,TAYLOR ST,12427000,Area 1,,"(37.7834335984, -122.4108951015)"
681-02160,-,0,Grey,SS,N,N,SFMTA,ON,0,216,TAYLOR ST,12428000,Area 1,,"(37.7846383014, -122.4109676999)"
562-03250,-,0,Red,SS,N,N,SFMTA,ON,0,325,MASON ST,8803000,Area 1,,"(37.7868553986, -122.4098829978)"
502-04090,-,0,Grey,SS,N,N,SFMTA,ON,0,409,JONES ST,7567000,Area 2,,"(37.7851484016, -122.4129174982)"
568-10240,-,0,Grey,SS,N,N,SFMTA,ON,0,1024,MISSION ST,9100000,Area 2,,"(37.7805330017, -122.4093868003)"
568-10280,-,0,Grey,SS,N,N,SFMTA,ON,0,1028,MISSION ST,9100000,Area 2,,"(37.7804248025, -122.4095240009)"
568-10430,-,0,Grey,SS,N,N,SFMTA,ON,0,1043,MISSION ST,9100000,Area 2,,"(37.7801117998, -122.4096633025)"
546-01200,-,0,Grey,SS,N,N,SFMTA,ON,0,120,LEAVENWORTH ST,8239000,Area 2,,"(37.7825525989, -122.4139285010)"
546-02160,-,0,Grey,SS,N,N,SFMTA,ON,0,216,LEAVENWORTH ST,8240000,Area 2,,"(37.7833826979, -122.4140924008)"
563-01380,-,0,Grey,SS,N,N,SFMTA,ON,0,138,MCALLISTER ST,8890000,Area 2,,"(37.7808294070, -122.4149607159)"
686-01190,-,0,Grey,SS,N,N,SFMTA,ON,0,119,TURK ST,12717000,Area 2,,"(37.7830556975, -122.4115210005)"
686-02390,-,0,Grey,SS,N,N,SFMTA,ON,0,239,TURK ST,12718000,Area 2,,"(37.7827786979, -122.4136923996)"
686-03260,-,0,Grey,SS,N,N,SFMTA,ON,0,326,TURK ST,12719000,Area 2,,"(37.7827533008, -122.4148974993)"
686-03280,-,0,Yellow,SS,N,N,SFMTA,ON,0,328,TURK ST,12719000,Area 2,,"(37.7827403982, -122.4149990992)"
614-06020,-,0,Red,SS,N,N,SFMTA,ON,0,602,POST ST,10631000,Area 2,,"(37.7879123007, -122.4119155982)"
369-00300,-,0,Yellow,SS,N,N,SFMTA,ON,0,30,CAMPTON PL,3649000,Area 5,Downtown,"(37.7890819003, -122.4063243994)"
471-08570,-,0,Grey,SS,Y,N,SFMTA,ON,0,857,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7793901012, -122.4012302977)"
206-01570,-,0,Grey,SS,N,N,SFMTA,ON,0,157,06TH ST,331000,Area 2,,"(37.7799802074, -122.4073094355)"
470-09090,-,0,Grey,SS,N,N,SFMTA,ON,0,909,HOWARD ST,7041000,Area 2,,"(37.7811555982, -122.4052205027)"
470-09190,-,0,Yellow,SS,N,N,SFMTA,ON,0,919,HOWARD ST,7041000,Area 2,,"(37.7809962974, -122.4054220987)"
442-00260,-,0,Grey,SS,N,N,SFMTA,ON,0,26,GOLDEN GATE AVE,6259000,Area 2,,"(37.7822403003, -122.4114348010)"
442-00400,-,0,Grey,SS,N,N,SFMTA,ON,0,40,GOLDEN GATE AVE,6259000,Area 2,,"(37.7821835996, -122.4118751974)"
442-01060,-,0,Grey,SS,N,N,SFMTA,ON,0,106,GOLDEN GATE AVE,6260000,Area 2,,"(37.7821130016, -122.4124619027)"
470-09490,-,0,Grey,SS,N,N,SFMTA,ON,0,949,HOWARD ST,7042000,Area 2,,"(37.7805337001, -122.4060076025)"
470-09670,-,0,Grey,SS,N,N,SFMTA,ON,0,967,HOWARD ST,7042000,Area 2,,"(37.7802780018, -122.4063310993)"
470-10220,-,0,Grey,SS,N,N,SFMTA,ON,0,1022,HOWARD ST,7044000,Area 2,,"(37.7793060978, -122.4078487993)"
502-00090,-,0,Grey,SS,N,N,SFMTA,ON,0,9,JONES ST,7563000,Area 2,,"(37.7814650972, -122.4121600983)"
470-10540,-,0,Grey,SS,N,N,SFMTA,ON,0,1054,HOWARD ST,7045000,Area 2,,"(37.7788029992, -122.4084850025)"
470-10740,-,0,Grey,SS,N,N,SFMTA,ON,0,1074,HOWARD ST,7046000,Area 2,,"(37.7784061999, -122.4089867991)"
568-09340,-,0,Grey,SS,N,N,SFMTA,ON,0,934,MISSION ST,9099000,Area 2,,"(37.7821540003, -122.4073306021)"
502-01310,-,0,Grey,SS,N,N,SFMTA,ON,0,131,JONES ST,7564000,Area 2,,"(37.7827881974, -122.4124469996)"
568-10330,-,0,Grey,SS,N,N,SFMTA,ON,0,1033,MISSION ST,9100000,Area 2,,"(37.7803172012, -122.4094026980)"
546-00620,-,0,Grey,SS,N,N,SFMTA,ON,0,62,LEAVENWORTH ST,8238000,Area 2,,"(37.7813410004, -122.4136764013)"
546-01260,-,0,Grey,SS,N,N,SFMTA,ON,0,126,LEAVENWORTH ST,8239000,Area 2,,"(37.7826960021, -122.4139575974)"
546-02020,-,0,Grey,SS,N,N,SFMTA,ON,0,202,LEAVENWORTH ST,8240000,Area 2,,"(37.7829492976, -122.4140036979)"
546-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,LEAVENWORTH ST,8240000,Area 2,,"(37.7832416975, -122.4140635000)"
563-01150,-,0,Grey,SS,N,N,SFMTA,ON,0,115,MCALLISTER ST,8890000,Area 2,,"(37.7807904032, -122.4142734166)"
686-01140,-,0,Grey,SS,N,N,SFMTA,ON,0,114,TURK ST,12717000,Area 2,,"(37.7832063985, -122.4113180020)"
686-01160,-,0,Grey,SS,N,N,SFMTA,ON,0,116,TURK ST,12717000,Area 2,,"(37.7831978992, -122.4113840011)"
686-02110,-,0,Grey,SS,N,N,SFMTA,ON,0,211,TURK ST,12718000,Area 2,,"(37.7828952008, -122.4127715972)"
593-04110,-,0,Grey,SS,N,N,SFMTA,ON,0,411,OFARRELL ST,9727000,Area 2,,"(37.7858912003, -122.4118342993)"
440-07420,-,0,Red,SS,N,N,SFMTA,ON,0,742,GEARY ST,6115000,Area 3,,"(37.7863883980, -122.4163285025)"
440-07180,-,0,Red,SS,N,N,SFMTA,ON,0,718,GEARY ST,6115000,Area 3,,"(37.7864870028, -122.4155465995)"
681-00103,681-00100,3,Grey,MS,N,N,SFMTA,ON,0,10,TAYLOR ST,12425000,Area 1,,"(37.7826636982, -122.4105711018)"
418-09720,-,0,Grey,SS,N,N,SFMTA,ON,0,972,FOLSOM ST,5666000,Area 2,,"(37.7789559019, -122.4051968993)"
401-04090,-,0,Grey,SS,N,N,SFMTA,ON,0,409,ELLIS ST,5174000,Area 3,,"(37.7847451070, -122.4132443315)"
546-05120,-,0,Grey,SS,N,N,SFMTA,ON,0,512,LEAVENWORTH ST,8243000,Area 3,,"(37.7860036016, -122.4146282000)"
546-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,LEAVENWORTH ST,8242000,Area 3,,"(37.7851198976, -122.4146028978)"
666-08400,-,0,Yellow,SS,N,N,SFMTA,ON,0,840,SUTTER ST,12326000,Area 3,,"(37.7884694011, -122.4150503014)"
666-08210,-,0,Grey,SS,N,N,SFMTA,ON,0,821,SUTTER ST,12326000,Area 3,,"(37.7884275027, -122.4144001004)"
202-00031,202-00030,1,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,Area 5,Downtown,"(37.7891992972, -122.4011656006)"
205-02090,-,0,Grey,SS,N,N,SFMTA,ON,0,209,05TH ST,296000,Area 5,Downtown,"(37.7813215990, -122.4045573992)"
686-04090,-,0,Grey,SS,N,N,SFMTA,ON,0,409,TURK ST,12720000,Area 5,Civic Center,"(37.7824705009, -122.4160982014)"
418-08160,-,0,Grey,SS,N,N,SFMTA,ON,0,816,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7817872026, -122.4016112999)"
418-08470,-,0,Grey,SS,N,N,SFMTA,ON,0,847,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7810140000, -122.4022832994)"
418-08500,-,0,Grey,SS,N,N,SFMTA,ON,0,850,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7811133982, -122.4024640021)"
614-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,POST ST,10627000,Area 5,Downtown,"(37.7886833017, -122.4057209023)"
568-06590,-,0,Grey,SS,Y,N,SFMTA,ON,0,659,MISSION ST,9093000,Area 5,Downtown,"(37.7868831986, -122.4010856987)"
614-03260,-,0,Red,SS,N,N,SFMTA,ON,0,326,POST ST,10628000,Area 5,Downtown,"(37.7884154999, -122.4078542979)"
666-03090,-,0,Yellow,SS,N,N,SFMTA,ON,0,309,SUTTER ST,12321000,Area 5,Downtown,"(37.7895249006, -122.4057356992)"
661-01660,-,0,Yellow,SS,N,N,SFMTA,ON,0,166,STEVENSON ST,12167000,Area 5,Downtown,"(37.7873646998, -122.4026732982)"
440-00180,-,0,Yellow,SS,N,N,SFMTA,ON,0,18,GEARY ST,6107000,Area 5,Downtown,"(37.7879322999, -122.4041307994)"
444-00070,-,0,Yellow,SS,N,N,SFMTA,ON,0,7,GRANT AVE,6381000,Area 5,Downtown,"(37.7871399977, -122.4049838983)"
444-02520,-,0,Red,SS,N,N,SFMTA,ON,0,252,GRANT AVE,6386000,Area 5,Downtown,"(37.7893933997, -122.4052914974)"
444-03100,-,0,Red,SS,N,N,SFMTA,ON,0,310,GRANT AVE,6387000,Area 5,Downtown,"(37.7900142976, -122.4054199026)"
580-01630,580-01003,63,Yellow,MS,Y,N,SFMTA,ON,0,163,NATOMA ST,9509000,Area 5,Downtown,"(37.7860979986, -122.4001298991)"
681-00250,-,0,Yellow,SS,N,N,SFMTA,ON,0,25,TAYLOR ST,12426000,Area 1,,"(37.7829712973, -122.4108013974)"
203-03040,-,0,Grey,SS,Y,N,SFMTA,ON,0,304,03RD ST,170000,Area 5,South Embarcadero,"(37.7835932010, -122.3988430982)"
471-08280,-,0,Grey,SS,Y,N,SFMTA,ON,0,828,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7801614989, -122.4005766992)"
463-00120,-,0,Grey,SS,Y,N,SFMTA,ON,0,12,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7855252017, -122.3989752975)"
471-08650,-,0,Grey,SS,Y,N,SFMTA,ON,0,865,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7792388023, -122.4014226009)"
593-06220,-,0,Grey,SS,N,N,SFMTA,ON,0,622,OFARRELL ST,9731000,Area 3,,"(37.7855443013, -122.4154056997)"
686-00321,686-00320,1,Red,MS,N,N,SFMTA,ON,0,26,TURK ST,12716000,Area 1,,"(37.7833524001, -122.4101627019)"
440-04040,-,0,Red,SS,N,N,SFMTA,ON,0,404,GEARY ST,6111000,Area 1,,"(37.7871757035, -122.4101584163)"
562-03010,-,0,Green,SS,N,N,SFMTA,ON,0,301,MASON ST,8802000,Area 1,,"(37.7863263999, -122.4097745975)"
593-00130,-,0,Yellow,SS,N,N,SFMTA,ON,0,13,OFARRELL ST,9721000,Area 5,Downtown,"(37.7867011995, -122.4054189974)"
418-06790,-,0,Grey,SS,Y,N,SFMTA,ON,0,679,FOLSOM ST,5661000,Area 5,South Embarcadero,"(37.7838395004, -122.3987070990)"
666-05310,-,0,Grey,SS,N,N,SFMTA,ON,0,531,SUTTER ST,12323000,Area 1,,"(37.7890144986, -122.4097631981)"
593-01480,-,0,Yellow,SS,N,N,SFMTA,ON,0,148,OFARRELL ST,9722000,Area 5,Downtown,"(37.7864966978, -122.4078848974)"
400-01342,400-01340,2,Grey,MS,N,N,SFMTA,ON,0,134,EDDY ST,5059000,Area 1,,"(37.7842799974, -122.4103612022)"
401-04370,-,0,Yellow,SS,N,N,SFMTA,ON,0,437,ELLIS ST,5174000,Area 3,,"(37.7846155116, -122.4142629339)"
472-04030,-,0,Grey,SS,Y,N,SFMTA,ON,0,403,HYDE ST,7118000,Area 3,,"(37.7846079980, -122.4161845015)"
546-05050,-,0,Grey,SS,N,N,SFMTA,ON,0,505,LEAVENWORTH ST,8243000,Area 3,,"(37.7858583991, -122.4147533977)"
400-02400,-,0,Grey,SS,N,N,SFMTA,ON,0,240,EDDY ST,5060000,Area 2,,"(37.7840335024, -122.4123381020)"
400-03350,-,0,Grey,SS,N,N,SFMTA,ON,0,335,EDDY ST,5061002,Area 2,,"(37.7837332011, -122.4137203001)"
400-04420,-,0,Grey,SS,N,N,SFMTA,ON,0,442,EDDY ST,5062000,Area 2,,"(37.7836152676, -122.4155870634)"
401-03270,-,0,Grey,SS,N,N,SFMTA,ON,0,327,ELLIS ST,5173000,Area 2,,"(37.7849025995, -122.4120199026)"
470-09360,-,0,Yellow,SS,N,N,SFMTA,ON,0,936,HOWARD ST,7042000,Area 2,,"(37.7808706024, -122.4058680997)"
666-07280,-,0,Grey,SS,N,N,SFMTA,ON,0,728,SUTTER ST,12325000,Area 2,,"(37.7887470991, -122.4128513985)"
666-07290,-,0,Grey,SS,N,N,SFMTA,ON,0,729,SUTTER ST,12325000,Area 2,,"(37.7886253995, -122.4128331986)"
666-07410,-,0,Grey,SS,N,N,SFMTA,ON,0,741,SUTTER ST,12325000,Area 2,,"(37.7885704980, -122.4132664983)"
207-01530,-,0,Grey,SS,N,N,SFMTA,ON,0,153,07TH ST,370000,Area 2,,"(37.7783512984, -122.4096994006)"
606-06040,-,0,Grey,SS,N,N,SFMTA,ON,0,604,PINE ST,10465000,Area 2,,"(37.7915264991, -122.4059871004)"
606-06340,-,0,Grey,SS,N,N,SFMTA,ON,0,634,PINE ST,10465000,Area 2,,"(37.7914123991, -122.4068908987)"
666-01360,-,0,Yellow,SS,N,N,SFMTA,ON,0,136,SUTTER ST,12318002,Area 5,Downtown,"(37.7899272990, -122.4034835991)"
666-02310,-,0,Red,SS,N,N,SFMTA,ON,0,231,SUTTER ST,12320000,Area 5,Downtown,"(37.7896253996, -122.4050157999)"
463-00050,-,0,Yellow,SS,Y,N,SFMTA,ON,0,5,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7857249984, -122.3990709015)"
501-03950,-,0,Grey,SS,N,N,SFMTA,ON,0,395,JESSIE ST,7520002,Area 5,Downtown,"(37.7833057129, -122.4067788103)"
336-07190,-,0,Red,SS,N,N,SFMTA,ON,0,719,BUSH ST,3437000,Area 1,,"(37.7900058989, -122.4094415006)"
336-07310,-,0,Green,SS,N,N,SFMTA,ON,0,731,BUSH ST,3437000,Area 1,,"(37.7899586027, -122.4098193009)"
472-00541,472-00540,1,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809290019, -122.4152787977)"
681-06300,-,0,Grey,SS,N,N,SFMTA,ON,0,630,TAYLOR ST,12436000,Area 1,,"(37.7886961986, -122.4117955972)"
571-00250,-,0,Yellow,SS,N,N,SFMTA,ON,0,25,MONTGOMERY ST,9297000,Area 5,Downtown,"(37.7897490998, -122.4021988993)"
582-01240,-,0,Grey,SS,N,N,SFMTA,ON,0,124,NEW MONTGOMERY ST,9545000,Area 5,Downtown,"(37.7867755023, -122.3997748976)"
336-05200,-,0,Red,SS,N,N,SFMTA,ON,0,520,BUSH ST,3431000,Area 5,Downtown,"(37.7905415975, -122.4062633009)"
336-06320,-,0,Red,SS,N,N,SFMTA,ON,0,632,BUSH ST,3436000,Area 5,Downtown,"(37.7902999026, -122.4081779008)"
336-06350,-,0,Grey,SS,N,N,SFMTA,ON,0,635,BUSH ST,3436000,Area 5,Downtown,"(37.7901534987, -122.4082657990)"
472-00750,-,0,Grey,SS,N,N,SFMTA,ON,0,75,HYDE ST,7114000,Area 5,Civic Center,"(37.7811906011, -122.4154899993)"
472-01250,-,0,Yellow,SS,N,N,SFMTA,ON,0,125,HYDE ST,7115000,Area 5,Civic Center,"(37.7822669995, -122.4157066994)"
205-02110,-,0,Grey,SS,N,N,SFMTA,ON,0,211,05TH ST,296000,Area 5,Downtown,"(37.7812800974, -122.4045054984)"
444-04110,-,0,Grey,SS,N,N,SFMTA,ON,0,411,GRANT AVE,6389000,Area 5,Downtown,"(37.7909681023, -122.4056752992)"
614-08140,-,0,Grey,SS,N,N,SFMTA,ON,0,814,POST ST,10636000,Area 3,,"(37.7874428973, -122.4156216008)"
593-05340,-,0,Grey,SS,N,N,SFMTA,ON,0,534,OFARRELL ST,9729000,Area 3,,"(37.7857010988, -122.4141583999)"
593-05150,-,0,Grey,SS,N,N,SFMTA,ON,0,515,OFARRELL ST,9729000,Area 3,,"(37.7856702981, -122.4135504996)"
206-00150,-,0,Grey,SS,N,N,SFMTA,ON,0,15,06TH ST,326000,Area 1,,"(37.7818928611, -122.4097141539)"
470-06321,470-06320,1,Black,MS,N,N,SFMTA,ON,0,632,HOWARD ST,7035000,Area 5,Downtown,"(37.7863849000, -122.3988888019)"
442-02310,-,0,Grey,SS,N,N,SFMTA,ON,0,231,GOLDEN GATE AVE,6262000,Area 2,,"(37.7816681013, -122.4148644020)"
442-02340,-,0,Grey,SS,N,N,SFMTA,ON,0,234,GOLDEN GATE AVE,6262000,Area 2,,"(37.7817938019, -122.4149441977)"
470-10670,-,0,Grey,SS,N,N,SFMTA,ON,0,1067,HOWARD ST,7045000,Area 2,,"(37.7783995000, -122.4087084026)"
568-09540,-,0,Grey,SS,N,N,SFMTA,ON,0,954,MISSION ST,9099000,Area 2,,"(37.7818460994, -122.4077200980)"
502-04030,-,0,Grey,SS,N,N,SFMTA,ON,0,403,JONES ST,7567000,Area 2,,"(37.7850309991, -122.4128937998)"
502-04170,-,0,Grey,SS,N,N,SFMTA,ON,0,417,JONES ST,7568000,Area 2,,"(37.7853405987, -122.4129563008)"
336-05130,-,0,Grey,SS,N,N,SFMTA,ON,0,513,BUSH ST,3431000,Area 5,Downtown,"(37.7904393998, -122.4059989021)"
471-08220,-,0,Grey,SS,Y,N,SFMTA,ON,0,822,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7802765992, -122.4004305021)"
471-08560,-,0,Grey,SS,Y,N,SFMTA,ON,0,856,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7796428994, -122.4012358018)"
472-02130,-,0,Grey,SS,N,N,SFMTA,ON,0,213,HYDE ST,7116000,Area 5,Civic Center,"(37.7829414018, -122.4158367978)"
205-02470,-,0,Yellow,SS,N,N,SFMTA,ON,0,247,05TH ST,298000,Area 5,Downtown,"(37.7807002989, -122.4037802012)"
205-02500,-,0,Grey,SS,N,N,SFMTA,ON,0,250,05TH ST,298000,Area 5,Downtown,"(37.7805082974, -122.4038445015)"
205-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,05TH ST,299000,Area 5,South Embarcadero,"(37.7800134019, -122.4032285993)"
418-08280,-,0,Yellow,SS,N,N,SFMTA,ON,0,828,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7815725979, -122.4018829015)"
442-01180,-,0,Yellow,SS,N,N,SFMTA,ON,0,118,GOLDEN GATE AVE,6260000,Area 2,,"(37.7820584019, -122.4128911008)"
442-01460,-,0,Grey,SS,N,N,SFMTA,ON,0,146,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819572155, -122.4136860908)"
470-09680,-,0,Grey,SS,N,N,SFMTA,ON,0,968,HOWARD ST,7042000,Area 2,,"(37.7803995003, -122.4064642989)"
470-10290,-,0,Grey,SS,N,N,SFMTA,ON,0,1029,HOWARD ST,7044000,Area 2,,"(37.7791110006, -122.4078087003)"
205-03230,-,0,Grey,SS,N,N,SFMTA,ON,0,323,05TH ST,300002,Area 5,South Embarcadero,"(37.7798456018, -122.4027127993)"
401-03050,-,0,Grey,SS,N,N,SFMTA,ON,0,305,ELLIS ST,5173000,Area 2,,"(37.7849721973, -122.4114722011)"
442-01080,-,0,Grey,SS,N,N,SFMTA,ON,0,108,GOLDEN GATE AVE,6260000,Area 2,,"(37.7821036977, -122.4125350990)"
442-01150,-,0,Yellow,SS,N,N,SFMTA,ON,0,115,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819428032, -122.4127305150)"
418-09180,-,0,Grey,SS,N,N,SFMTA,ON,0,918,FOLSOM ST,5665000,Area 2,,"(37.7799379983, -122.4039568023)"
400-01021,400-01020,1,Grey,MS,N,N,SFMTA,ON,0,102,EDDY ST,5059000,Area 1,,"(37.7843951982, -122.4094462001)"
400-02440,-,0,Black,SS,N,N,SFMTA,ON,0,244,EDDY ST,5060000,MC2,,"(37.7840220024, -122.4124286992)"
472-03100,-,0,Grey,SS,N,N,SFMTA,ON,0,310,HYDE ST,7117000,Area 3,,"(37.7838040895, -122.4158584711)"
472-03210,-,0,Grey,SS,N,N,SFMTA,ON,0,321,HYDE ST,7117000,Area 3,,"(37.7840929021, -122.4160722007)"
472-03240,-,0,Grey,SS,N,N,SFMTA,ON,0,324,HYDE ST,7117000,Area 3,,"(37.7841396005, -122.4159264003)"
472-00710,-,0,Grey,SS,N,N,SFMTA,ON,0,71,HYDE ST,7114000,Area 5,Civic Center,"(37.7810651016, -122.4154645016)"
418-07340,-,0,Grey,SS,N,N,SFMTA,ON,0,734,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7831055977, -122.3999426027)"
206-00320,-,0,Grey,SS,N,N,SFMTA,ON,0,32,06TH ST,327000,Area 1,,"(37.7813979023, -122.4093966016)"
400-01190,-,0,Yellow,SS,N,N,SFMTA,ON,0,119,EDDY ST,5059000,Area 1,,"(37.7841950999, -122.4100467020)"
470-11040,-,0,Grey,SS,N,N,SFMTA,ON,0,1104,HOWARD ST,7047000,Area 2,,"(37.7778612980, -122.4096758978)"
571-00110,-,0,Yellow,SS,N,N,SFMTA,ON,0,11,MONTGOMERY ST,9297000,Area 5,Downtown,"(37.7894513019, -122.4021375996)"
502-08100,-,0,Grey,SS,N,N,SFMTA,ON,0,810,JONES ST,7575000,Area 2,,"(37.7889496003, -122.4135300980)"
418-07070,-,0,Grey,SS,N,N,SFMTA,ON,0,707,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7835021009, -122.3991343022)"
520-02174,520-02170,4,Yellow,MS,N,N,SFMTA,ON,0,219,KEARNY ST,7752000,Area 5,Downtown,"(37.7904751011, -122.4040590000)"
401-02200,-,0,Red,SS,N,N,SFMTA,ON,0,220,ELLIS ST,5172000,Area 1,,"(37.7852472690, -122.4102571548)"
401-02390,-,0,Red,SS,N,N,SFMTA,ON,0,239,ELLIS ST,5172000,Area 1,,"(37.7850562007, -122.4107837004)"
440-00350,-,0,Yellow,SS,N,N,SFMTA,ON,0,35,GEARY ST,6107000,Area 5,Downtown,"(37.7877370016, -122.4048366004)"
470-08390,-,0,Green,SS,N,N,SFMTA,ON,0,839,HOWARD ST,7039001,Area 5,Downtown,"(37.7824374986, -122.4035981015)"
502-00080,-,0,Grey,SS,N,N,SFMTA,ON,0,8,JONES ST,7563000,Area 2,,"(37.7814372972, -122.4120197014)"
204-00580,-,0,Green,SS,N,N,SFMTA,ON,0,58,04TH ST,251000,Area 5,Downtown,"(37.7845511016, -122.4044909977)"
470-09640,-,0,Grey,SS,N,N,SFMTA,ON,0,964,HOWARD ST,7042000,Area 2,,"(37.7804355984, -122.4064185002)"
470-09920,-,0,Grey,SS,N,N,SFMTA,ON,0,992,HOWARD ST,7042000,Area 2,,"(37.7799523984, -122.4070299991)"
